359:Danger,Dick Francis,1985,Fawcett Books
360:Proof,Dick Francis,1990,Fawcett Books
361:Heart of the Sea (Irish Trilogy),Nora Roberts,2000,Jove Books
362:Mostly Harmless,Douglas Adams,1992,Random House Inc
363:I Spy, A Book of Picture Riddles,Jean Marzollo,1992,Scholastic
364:I Spy Spooky Night, A Book of Picture Riddles (I Spy Books),Walter Wick,1996,Scholastic
365:Lake News,Barbara Delinsky,2000,Pocket
366:The SKULL BENEATH THE SKIN,P. D. James,1982,Scribner
367:NEW SHOE,Arthur William Upfield,1983,Scribner Paper Fiction
368:An Accidental Woman,Barbara Delinsky,2003,Pocket Books
369:The Snow Garden,Christopher Rice,2004,Pocket Star
370:The Doorbell Rang (The Best Mysteries of All Time),Rex Stout,2000,Readers Digest Assn
371:A Year by the Sea, Thoughts of an Unfinished Woman,Joan Anderson,2000,Broadway Books
372:Though I walk through the valley,Vance Havner,1974,F. H. Revell
373:Victorious Christians You Should Know,Warren W. Wiersbe,1984,Baker Book House
374:Life Lessons, Book Of Hebrews,Max Lucado,1997,W Publishing Group
375:Inside out,Lawrence J Crabb,1988,NavPress
376:Son Rise, The Miracle Continues,Barry Neil Kaufman,1994,Pub Group West
377:Unveiled at Last,Bob Sjogren,1988,YWAM Publishing
378:The Day I Almost Quit,Frederick J. Moody,1997,F.J. Moody
379:Serving As Senders, How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home,Neal Pirolo,1991,Emmaus Road Intl
380:House of Stairs,William Sleator,1991,Puffin Books
381:The Little Prince,Antoine de Saint-Exup̩ry,1968,Harcourt
382:Jonathan Livingston Seagull,Richard Bach,1976,Avon
383:The Crystal Handbook,Kevin Sullivan,1996,Signet Book
384:Simple Wicca (Simple Wisdom Book),Michele Morgan,2002,Castle Books
385:The Complete Book of Incense, Oils &amp; Brews (Llewellyn's Practical Magick),Scott, Cunningham,1989,Llewellyn Publications
386:The Western Mysteries, An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World , The Key of It All, Book II (Key of It All),David Allen Hulse,2000,Llewellyn Publications
387:Astral Travel for Beginners (For Beginners),Richard Webster,1998,Llewellyn Publications
388:New Perspectives, Runes,Bernard King,2000,Harper Collins - UK
389:Rosie'S Walk,Pat Hutchins,1971,Aladdin
390:Julius Caesar (Oxford School Shakespeare),William Shakespeare,2001,Oxford University Press
391:Santa Brought A Son , Marrying The Boss's Daughter (Silhouette Romance, 1698),Melissa McClone,2003,Silhouette
392:Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558),Cheryl St. John,2003,Silhouette
393:Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,Signet Classics
394:Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
395:The Adventures of Tom Sawyer,Mark Twain,1989,Tor Books
396:Divine Secrets of the Ya-Ya Sisterhood , A Novel,Rebecca Wells,1996,HarperCollins
397:Lakota Woman,Dog Mary Crow,1991,Perennial
398:The Perfect Storm , A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch
399:Heroes of Their Own Lives, The Politics and History of Family Violence, Boston 1880-1960,Linda Gordon,1989,Penguin USA
400:The Florence King Reader,Florence King,1996,St. Martin's Press
401:The Lovely Bones, A Novel,Alice Sebold,2002,Little, Brown
402:Impossible Vacation,Spalding Gray,1992,Random House Inc
403:Hannibal,Thomas Harris,2000,Dell Publishing Company
404:London , The Novel,EDWARD RUTHERFURD,1998,Fawcett
405:Life Before Man,Margaret Atwood,1990,Fawcett Books
406:Cavedweller,Dorothy Allison,1999,Plume Books
407:The Robber Bride,Margaret Atwood,1995,Bantam
408:Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,1993,Random House
409:The House of Mirth (Library of America),Edith Wharton,1990,Vintage Books USA
410:Ohitika Woman,Mary Brave Bird,1993,Pub Group West
411:Black Elk Speaks, Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,1988,University of Nebraska Press
412:The Community in America,Roland Warren,1987,University Press of America
413:The Best in Tent Camping, Smoky Mountains , A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado),Johnny Molloy,1997,Globe Pequot Pr
414:Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,2002,New York Review of Books
415:Prozac Nation, Young and Depressed in America , A Memoir,Elizabeth Wurtzel,1997,Riverhead Books
416:The Journey From Here,Bill Bradley,2000,Artisan Publishers
417:The Four Agreements, A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing
418:Blur (Melody Maker),Paul Lester,1995,Hal Leonard Corp
419:War and Peace (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company
420:A-Z of Behaving Badly,Simon Nye,1996,Trafalgar Square
421:He Understanding Masculine Psychology,Robert A Johnson,1977,Harpercollins Publisher
422:You Can Surf the Net, Your Guide to the World of the Internet,Marc Gascoigne,1996,Puffin Books
423:I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,1997,Harcourt
424:Alice's Tulips,Sandra Dallas,2001,St. Martin's Griffin
425:Centaur Aisle,Piers Anthony,1982,Ballantine Books
426:Crewel Lye,Piers Anthony,1985,Ballantine Books
427:Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,1991,Del Rey Books
428:Last Sword of Power (Stones of Power),David Gemmell,1997,Del Rey Books
429:Dating Big Bird,Laura Zigman,2000,Dial Books
430:The Firm,John Grisham,1992,Bantam Dell Publishing Group
431:Murder at the Kennedy Center (Capital Crime Mysteries),Margaret Truman,1990,Fawcett Books
432:Guinness World Records 2000 (Guinness Book of Records, 2000),Nic Kynaston,2000,Bantam Books
433:Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,1997,Jump at the Sun
434:Philip Jose Farmer's The Dungeon,Richard A. Lupoff,2003,I Books
435:Pool of Radiance, The Ruins of Myth Drannor (Forgotten Realms),Carrie Bebris,2001,Wizards of the Coast
436:Feminism and Suffrage, The Emergence of an Independent Women's Movement in America, 1848-1869,Ellen Carol Dubois,1980,Cornell University Press
437:Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,1993,Troll Communications Llc
438:Sheldon &amp; Mrs. Levine, An Excruciating Correspondence,Sam Bobrick,1994,Price Stern Sloan
439:Black Beauty (Great Illustrated Classics (Playmore)),Anna Sewell,2000,Playmore Inc. Publishers
440:Oliver Twist (Great Illustrated Classics),Charles Dickens,1989,Playmore Inc. Publishers
441:The wild ponies of Assateague Island (Books for young explorers),Donna K Grosvenor,1975,National Geographic Society
442:Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1992,Kidsbooks.Com
443:The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam
444:Dragonsong (Harper Hall Trilogy),Anne McCaffrey,1977,Bantam
445:The Watch House,Robert Westall,1998,HarperTrophy
446:Was It Something I Said?,Valerie Block,1998,Soho Press
447:Cloud Nine,Luanne Rice,2000,Bantam Books
448:The Lovely Bones,Alice Sebold,2004,Back Bay Books
449:The Tortilla Curtain,T. Coraghessan Boyle,1996,Penguin Books
450:Sarah Conley,Ellen Gilchrist,1998,Back Bay Books
451:A Widow for One Year,JOHN IRVING,1999,Ballantine Books
452:The Clearing,TIM GAUTREAUX,2003,Knopf
453:Empire Falls,Richard Russo,2002,Vintage Books USA
454:Oryx and Crake,Margaret Atwood,2003,Nan A. Talese
455:Sophie's World, A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,1997,Berkley Publishing Group
456:Black and Blue,ANNA QUINDLEN,1999,Dell
457:Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books
458:The Face,DEAN KOONTZ,2003,Bantam
459:She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket
460:Falling Leaves, The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,1999,Broadway Books
461:Nickel and Dimed, On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books
462:The Game of Kings (Lymond Chronicles, 1),DOROTHY DUNNETT,1997,Vintage
463:RUSSIA HOUSE, THE,JOHN LE CARRE,1990,Bantam
464:Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),A. C. Gordon,1995,Dover Publications
465:The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket
466:Selected Poems of Emily Dickinson,Emily Dickinson,1995,Tor Books
467:Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,1993,Readers Digest
468:Joshua In the Holy Land,Joseph Girzone,1993,Simon Schuster Trade
469:The Messenger,JOSEPH GIRZONE,2002,Image
470:Sisters of the Earth, Women's Prose and Poetry About Nature,Lorraine Anderson,1991,Vintage Books USA
471:Left Behind, A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers
472:Househusband,AD HUDLER,2002,Ballantine Books
473:Life Messages, Inspiration For The Woman's Spirit,Josephine Carlton,2002,Andrews McMeel Publishing
474:Letters from a Nut,Ted L. Nancy,1999,William Morrow
475:Karl Marx, A Life,Francis Wheen,2001,W.W. Norton &amp; Company
476:The Shining,Stephen King,2001,Pocket
477:The Diary of Ellen Rimbauer, My Life at Rose Red,Joyce Reardon,2001,Hyperion
478:The Sky Is Falling,Sidney Sheldon,2001,Warner Books
479:Santa Pete , A Novel Of Christmas Present And Past,Christopher Moore,1998,Simon &amp; Schuster
480:Mount Vernon Love Story , A Novel of George and Martha Washington,Mary Higgins Clark,2002,Simon &amp; Schuster
481:The Kingdom, Arabia and the House of Sa'Ud,Robert Lacey,1983,Harper Mass Market Paperbacks (Mm)
482:Florida Road Kill, A Novel,Tim Dorsey,2000,HarperTorch
483:The 37th Hour,JODI COMPTON,2003,Delacorte Press
484:Be Cool,Elmore Leonard,2000,Dell Publishing Company
485:The Hunted,Elmore Leonard,1986,Warner Books (Mm)
486:The Saints of Big Harbour, A Novel,Lynn Coady,2002,Houghton Mifflin Company
487:Old Flames,John Lawton,2003,Atlantic Monthly Press
488:From the Earth, Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,1995,MacMillan Publishing Company.
489:Living in the Presence, Disciplines for the Spiritual Heart,Tilden H. Edwards,1988,Harpercollins
490:The Bean Trees,Barbara Kingsolver,1989,Perennial
491:Homeland and Other Stories,Barbara Kingsolver,1990,Perennial
492:A Suitable Boy , Novel, A,Vikram Seth,1994,Perennial
493:Daughter of Fortune,Isabel Allende,2000,Perennial
494:The Fly on the Wall,Tony Hillerman,1990,HarperTorch
495:Cranford (The World's Classics),Elizabeth Gaskell,1982,Oxford University Press
496:The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
497:The Right Hand of Amon,Lauren Haney,1997,Avon
498:Last Blue, Poems,Gerald Stern,2000,W.W. Norton &amp; Company
499:The Cat Who Wasn't There,Lilian Jackson Braun,1992,Putnam Pub Group
500:Isle of Dogs,Patricia Daniels Cornwell,2001,Putnam Publishing Group
501:Light a Penny Candle,Maeve Binchy,2001,Signet Book
502:The Blue Last, A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,Onyx Books
503:Turn of the Screw and Short N,Henry James,1978,Signet Book
504:The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,1994,Dover Publications
505:Early Poems (Dover Thrift Editions),William Carlos Williams,1997,Dover Publications
506:Barchester Towers (Oxford Pocket Classics),Anthony Trollope,1986,Random House Value Publishing
507:REEF,Edith Wharton,1996,Scribner
508:Wednesday the Rabbi Got Wet,Harry Kemelman,2003,I Books
509:Things My Girlfriend and I Have Argued About, A Novel,Mil Millington,2003,Villard Books
510:Listening Hearts, Discerning Call in Community,Suzanne G. Farnham,1991,Morehouse Group
511:Unattainable Earth,Czeslaw Milosz,1987,Ecco Press
512:The Practice of Prayer (New Church's Teaching Series, Vol 4),Margaret Guenther,1998,Cowley Publications
513:Vertical Poetry, Recent Poems,Roberto Juarroz,1992,White Pine Press (NY)
514:Rubinstein's Chess Masterpieces,Akiba Rubinstein,1941,Dover Publications
515:The Nanny Diaries, A Novel,Emma McLaughlin,2002,St. Martin's Press
516:The Gizmo,Paul Jennings,1995,Puffin
517:The Last Best Hope of Earth, Abraham Lincoln and the Promise of America,Mark E., Jr. Neely,1993,Harvard University Press
518:Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,1994,Saunders College Publishing
519:Secrets of St. John's Wort, A Lynn Sonberg Book,Larry Katzenstein,1998,St. Martin's Press
520:Diet for a Poisoned Planet, How to Choose Safe Foods for You and Your Family,David Steinman,1992,Ballantine Books
521:Punished by Rewards, The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes,Alfie Kohn,1995,Houghton Mifflin
522:Montessori Today, A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,1996,Schocken Books
523:Oil Painting Techniques (Artist's Painting Library),David Lewis,1983,Watson-Guptill Publications
524:Going down swinging,Billie Livingston,1999,Random House Canada
525:Confessions of a Sociopathic Social Climber , The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books
526:Like a Hole in the Head,Jen Banbury,1998,Little Brown &amp; Co
527:Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
528:The Cove,Catherine Coulter,1996,Jove Books
529:An Inconvenient Woman,Dominick Dunne,1991,Bantam Books
530:Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,Pocket
531:While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket
532:Antipodes 10,John Pascal,1995,Noble House
533:Kick Ass, Selected Columns of Carl Hiaasen,Carl Hiaasen,2001,Berkley Publishing Group
534:Everything Is Illuminated, A Novel,Jonathan Safran Foer,2002,Houghton Mifflin Company
535:Life of Pi,Yann Martel,2003,Harvest Books
536:Rules of the Wild,Francesca Marciano,1998,Random House Inc
537:Three Junes,JULIA GLASS,2003,Anchor
538:Back Roads,Tawni O'Dell,2001,Signet Book
539:In Her Shoes , A Novel,Jennifer Weiner,2002,Atria Books
540:The Kiss,Danielle Steel,2001,Delacorte Press
541:Home Spun, A Collection,Leon Hale,1997,Winedale Publishing
542:Sweet Hereafter Movie Tie-In , A Novel,Russell Banks,1992,Perennial
543:The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,1992,Dover Publications
544:11th Hour,Bradley Warshauer,2003,Pinnacle Books
545:In Country RI,Bobbie Ann Mason,1986,Perennial
546:Brazen Virtue,Nora Roberts,1996,Bantam Books
547:Ghost Moon,Karen Robards,2001,Dell Publishing Company
548:Brewing Up a Storm, A John Thatcher Mystery,Emma Lathen,1996,St Martins Pr
549:Strangers,Dean R. Koontz,2002,Berkley Publishing Group
550:Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,Avon
551:The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,1999,Penguin Books
552:Night Tales,Nora Roberts,2000,Silhouette
553:A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
554:Chopping Spree,DIANE MOTT DAVIDSON,2002,Bantam
555:Four Blondes,Candace Bushnell,2001,Grove Press
556:River's End,Nora Roberts,2003,Jove Books
557:Summer Island,KRISTIN HANNAH,2002,Ballantine Books
558:The Straw Men,Michael Marshall,2002,Jove Books
559:The Doctor the Patient, The Personal Journey of a Physician With Cancer,Allen Widome,1989,Editech Pr
560:The Street Lawyer,John Grisham,1998,Doubleday Books
561:The Chamber,John Grisham,1994,Doubleday Books
562:Warlock , A Novel of Ancient Egypt,Wilbur Smith,2002,St. Martin's Paperbacks
563:The Teacher from the Black Lagoon,Mike Thaler,1989,Scholastic
564:The Partner,John Grisham,1997,Doubleday Books
565:Primal Scream,Michael Slade,1998,Signet Book
566:Chosen Prey,John Sandford,2004,Berkley Publishing Group
567:Guilty as Sin,TAMI HOAG,1997,Bantam
568:Night Sins,TAMI HOAG,1995,Bantam
569:The Second Time Around , A Novel,Mary Higgins Clark,2004,Pocket
570:Three,Ted Dekker,2003,WestBow Press
571:The Canopy,Angela Elwell Hunt,2003,WestBow Press
572:Blink,Ted Dekker,2003,WestBow Press
573:Last Battle,C. S. Lewis,1988,Scholastic Paperbacks (Mm)
574:Prince Caspian,C. S. Lewis,1970,MacMillan Publishing Company.
575:Robert's Rules of Order,William Eisner,1986,Bantam Books
576:Abduction,Robin Cook,2000,Berkley Publishing Group
577:And Never Let Her Go , Thomas Capano, The Deadly Seducer,Ann Rule,2000,Pocket
578:Not a Day Goes By , A Novel,E. LYNN HARRIS,2001,Anchor
579:Sun Signs,Linda Goodman,1981,Bantam Doubleday Dell
580:The Vampire Lestat (Vampire Chronicles, Book II),ANNE RICE,1986,Ballantine Books
581:The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books
582:HIS LITTLE WOMEN , HIS LITTLE WOMEN,Judith Rossner,1991,Pocket
583:Her Mother's Daughter,Marilyn French,1990,Ballantine Books
584:Your Erroneous Zones,Wayne W. Dyer,1976,Harpercollins
585:The Night Listener,Armistead Maupin,2000,HarperCollins Publishers
586:Organizing from the Inside Out,Julie Morgenstern,1998,Henry Holt &amp; Company
587:The Hellfire Club,Peter Straub,1996,Random House Inc
588:The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate,Jack,1993,Hyperion Books
589:Vanished,Danielle Steel,1993,Delacorte Press
590:The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford,1991,Thorndike Pr
591:The Morning After,Lisa Jackson,2004,Zebra Books
592:Missing Susan,SHARYN MCCRUMB,1992,Ballantine Books
593:Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books
594:Kitchen Privileges , A Memoir,Mary Higgins Clark,2002,Simon &amp; Schuster
595:We Are Our Mothers' Daughters,Cokie Roberts,2000,Perennial
596:Horus's Horrible Day (First Graders from Mars),Shana Corey,2001,Scholastic
597:My Garden (Beginning Literacy),Jesse S. Ostrow,1994,Scholastic
598:101 Dalmatians,Justine Korman,1996,Golden Books Publishing Company
599:In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,1987,Yearling
600:Ralph S. Mouse,Beverly Cleary,2000,Scholastic
601:The First Journey (Animorphs. Alternamorphs, 1),K. A. Applegate,1999,Apple Signature (Scholastic)
602:How Do Dinosaurs Learn to Read,Jane Yolen,2003,Scholastic, Inc.
603:My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,1997,Golden Books
604:You Be the Jury #02,Marvin Miller,1989,Scholastic
605:Comic Characters,Craig Boldman,1983,Golden Books
606:The Time Machine (Troll Illustrated Classics),H. G. Wells,1992,Troll Communications Llc
607:I Like School (in My World Series),Bobbie Kalman,1985,Crabtree Publishing Company
608:Sacred Ground,Mercedes Lackey,1995,Tor Books
609:Burning Water (Burning Water),Mercedes Lackey,1992,Tor Books
610:The Tightrope Walker,Dorothy Gilman,1997,Fawcett Books
611:MoveOn's 50 Ways to Love Your Country, How to Find Your Political Voice and Become a Catalyst for Change,Moveon,2004,Inner Ocean Publishing
612:Children of the Night,Mercedes Lackey,1990,Tor Books
613:Rainbow the Stormy Life of Judy Garland,Christopher Finch,0,Ballantine Books
614:Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,2003,Vintage
